ID,Name,URL Name,Address 1,Address 2,City,State,Postal Code,Country,Email Address,Phone Number,Contact Name,Description,Facebook URL,Pinterest URL,Instagram URL,Twitter URL,Yelp URL,Move In Special,Open House
336,Powers Blvd.,powers,6165 Barnes Road, ,Colorado Springs,Colorado,80922,US,solacoloradosprings@gmail.com,7193550008,Michelle Brogan,"<p>Sola Salon Studios is now open along the Powers Boulevard&nbsp;corridor in Colorado Springs with a beautiful and convenient location next to the Sky Sox Stadium at the corner of Barnes Rd. and Tutt Blvd. and is near the&nbsp;First &amp; Main Towne Center on Powers Boulevard and many more incredible coffee shops and restaurants.&nbsp;It has plenty of off-street parking for salon owners and their guests.&nbsp;</p>

<hr />
<hr />
<p>Our Colorado Springs Powers Blvd. location is beautifully constructed with the independent salon and beauty professional in mind. It features 27&nbsp;individual salon studios, perfect for hair stylists, estheticians, eyebrow artists, barbers, nail techs&nbsp;and a range of other professionals in Colorado Springs&#39;&nbsp;cosmetology community. Studio sizes range in size from single, large and double sizes. They are move-in ready and are equipped with shampoo bowls, cabinets and shelving fixtures &mdash; everything you need to open your own salon in no time!</p>

<hr />
<hr />
<p>At Colorado Springs&#39;&nbsp;Sola Salon Studios, we would love to help you achieve your dream of owning your very own salon! We look forward to&nbsp;answering any questions you may have about Sola Colorado Springs, as well as scheduling&nbsp;a tour of the salon so that you can experience Sola firsthand!&nbsp;</p>
",https://www.facebook.com/solasalonscoloradosprings/, ,https://www.instagram.com/solacoloradosprings/, , ,We invest in your business!  Call us and ask about our Move In Specials.,We would love to give you a tour! Call Michelle at (719) 355-0008 to book yours today!
335,Blakeney,blakeney,9870 Rea Road Suite #9652-F2, ,Charlotte,North Carolina,28277,US,brad@solacharlotte.com,704-995-5400,Brad Riley,"<p>Sola Salon Studios at Blakeney Shopping Center is&nbsp;in the heart of Ballantyne at the intersection of Rea Road and Ardrey Kell Road. We are in the small shop section above White House Black Market next door to My Gym and Enlighten Yoga and across from Chopt.</p>

<p>Come join a neighborhood full of great shopping, dining and services &ndash; Target, HomeGoods, Zoёs Kitchen, Victoria&rsquo;s Secret, Brixx, Old Navy, Harris Teeter, Starbucks, Banana Republic and many others.</p>

<p>We are centrally located for Marvin, Weddington, Waxhaw, and Matthews. Stylists and clients from Ballantyne, Providence Crossing, Piper Glen Estates, and Indian Land will find Blakeney Shopping Center an ideal location.</p>

<p>Sola Salons Blakeney features individual salon studios, perfect for hair stylists, cosmetologists, nail techs, eyebrow artists, estheticians, makeup artists&nbsp;and more! Call Brad today at 704.995.5400 or email at brad@solacharlotte.com to reserve your studio.</p>

<p>If you are looking for your stylist, please click &ldquo;Find a Salon Professional&rdquo;.</p>
",facebook.com/solacharlotte, ,instagram.com/sola_charlotte, , , , 
334,Chandler,chandler,1940 W Chandler Blvd. Suite #5, ,Chandler,Arizona,85224,US,camwold@hotmail.com,(520) 334-8284,Cameron Wold,"<p>Highly visible with plenty of parking, Sola Chandler is conveniently located at the North-East intersection of Chandler Blvd and Dobson Rd in the Andersen Springs Shopping Center - look for Bashas&#39;. Call Cameron for more information or a confidential tour - (520) 334-8282</p>
",https://www.facebook.com/Sola-Chandler-315637155490933/, ,https://www.instagram.com/solachandler/,https://twitter.com/solachandler, , , 
333,Vero Beach,vero-beach,490 21st Street, ,Vero Beach,Florida,32960,US,hsafrit@solasalons.com,(561) 600-7652,Heather Safrit,"<p>Sola Salon Studios Vero Beach is conveniently located on 21st Avenue in the heart of downtown Vero Beach&#39;s retail district on Miracle Mile. Within walking distance to some of the area&#39;s best dining, shopping and entertainment venues, neighbors include&nbsp;Jill Shevlin Interior Design and &nbsp;Elizabeth D. Kennedy &amp; Company, Inc. Fine Catering. We are next door to Fresh Market and across the street from&nbsp;Ulta and&nbsp;TooJay&#39;s. With easy access, and plenty of parking, you and your clients are sure to enjoy the safety and convenience this fantastic&nbsp;location&nbsp;has to offer.</p>

<p>Our&nbsp;Vero Beach Miracle Mile&nbsp;location is beautifully constructed with the independent beauty professional in mind. It features 21 individual, luxury salon studios perfect for hair stylists, estheticians, eyebrow artists, barbers, makeup artists, and a range of other professionals in the cosmetology industry. Studio sizes range from standard single, large and double sizes. They are move-in ready and are equipped with shampoo bowls, cabinets, start-of the-art lighting&nbsp;and shelving fixtures - everything you need to open your own salon in no time!&nbsp;&nbsp;Additional&nbsp;amenities include well-appointed restrooms, kitchen facilities and on-site laundry facilities.</p>

<hr class=""br"" />
<hr class=""br"" />
<p>We would love to help you achieve your dream of owning your very own salon! We look forward to answering any questions you may have about Sola as well as scheduling a tour, so you can experience Sola firsthand!</p>

<p>If you are looking for your current stylist or to find a new stylist, please see the Stylist Directory.</p>
",https://www.facebook.com/solasalonsverobeach/?fref=ts, , , , , , 
332,New Town - Williamsburg,williamsburg-new-town1,5140 Main Street, ,Williamsburg,Virginia,23188,US,info@solasalonsva.com,(757) 946-9000,ShannonBeth Smith,"<p>New Town Shops On Main boasts more than 170 shops and restaurants to choose from, a host of service businesses and a charming main street. Sola Salon Studios will be located next to Blaze Pizza, across from American Family Fitness, and Opus 9 Steakhouse. Each Sola Salon Studio is independently owned and operated.</p>

<p>Join the thousands of salon professionals who have escaped the conventional salon and discovered the fulfillment of owning their own salon space. Live the life you love and finally achieve your own success. Find your place at Sola Salon Studios and start working on your terms.</p>

<p>-Hold on to every dollar you make<br />
-Have the ability to set your own hours<br />
-Be a part of a tight-knit community<br />
-Design your own salon space<br />
<br />
We invite you to join the Sola community and experience a level of freedom and support you won&#39;t find anyplace else. For leasing information on studio opportunities and to set up your confidential tour please contact us @ 757.946.9000 or email at info@solasalonsva.com.</p>
",https://www.facebook.com/SolaSalonsHamptonRoads/, ,https://www.instagram.com/solahamptonroads/, , ,"Now Leasing! $400 Retail Package, Free Week of Rent & Free Custom Painting of Your Studio Walls.", 
331,Lewisville,lewisville1,475 SH 121 Bypass Ste. 200, ,Lewisville,Texas,75067,US,freedom@solatx.com,214-995-4549,Amber Parker,"<p>Conveniently located off of the 121 Tollway and MacArthur Blvd. Next door to National American University.</p>

<p>Right behind major shopping such as Vista Ridge Mall, Pier 1, Bed Bath and Beyond, and so many more!</p>

<p>&nbsp;</p>

<p>To make an appointment with your Beauty Professional, please select from the service providers listed on the &quot;Stylist Directory&quot; tab and contact them directly.</p>
", , , , , , , 
330,Greenbrier,greenbrier1,717 North Eden Way Suite# 604, ,Chesapeake,Virginia,23320,US,info@solasalonsva.com,757-946-9000,Shannon Beth Smith,"<p>Sola Salon Studios Greenbrier is located in Towne Place at Greenbrier, one of Chesapeake&#39;s newest shopping, dining, and entertainment destinations. Just off I-64 at the Greenbrier Parkway exit in Chesapeake, VA, this shopping and dining hub boasts a variety of upscale retailers, services, and restaurants. There is ample parking and lively atmosphere.</p>

<p>Our Greenbrier location is a bright and airy building with the independent beauty professional in mind. It features 31&nbsp;individual salon studios, perfect for hair stylists, estheticians, eyebrow artists, barbers, nail techs&nbsp;and a range of other professionals in the cosmetology industry. Studio sizes range in size from single, large and double sizes. They are move-in ready and are equipped with shampoo bowls, cabinets and shelving fixtures &mdash; everything you need to open your own salon in no time!</p>

<p>We would love&nbsp;help you achieve your dream of owning your very own salon! We look forward to&nbsp;answering any questions you may have about Sola, as well as scheduling&nbsp;a tour so that you can experience Sola firsthand!&nbsp;</p>
",https://www.facebook.com/SolaSalonsHamptonRoads/, , , , ,"$400 Retail Package, 1 Week of Free Rent & Free Custom Painting of Your Studio Walls.", 
329,Shelby Township,shelby-township1,45567 Market Street, ,Shelby Township,Michigan,48315,US,rahnda@solasalons.com,248-346-6611,Rahnda,"<p>Sola&nbsp;Shelby Township is conveniently located on the north side of Hall Road next to Costco. This location has many studios with windows and ample parking for you and your clients. You&#39;ll love being in close proximity to The Mall at Partridge Creek and Lakeside Mall with shops and restaurants that include Nordstrom, Forever 21, Apple, P.F. Chang&#39;s, Lifetime Fitness and so many more. For more information, call Rahnda at (248) 346-6611.</p>
",https://www.facebook.com/SolaSalonsDetroit/?fref=ts, , , , ,"2 Weeks Free Rent &
Free Custom Painting of Your Studio",NOW LEASING ROCHESTER HILLS!
328,San Jose - Rose Garden,rose-garden1,1700 Park Avenue, ,San Jose,California,95126,US,john@ushomellc.com,408-806-9611,John Paredes,"<p>Located in the beautiful Rose Garden area of San Jose, at the corner of Park and Naglee, next to Starbucks.</p>
", , , , , ,"$400 Product Bonus, 
First 2 Weeks are Free, 
Free Insurance for First Year, 
Free Painting of Your Accent Wall", 
327,San Jose - Blossom Hill,blossom-hill1,866 Blossom Hill, ,San Jose,California,95123,US,john@ushomellc.com,408-806-9611,John Paredes,"<p>Located in the Main Street Shopping Center at the corner of Blossom Hill and Santa Teresa, right next door to Starbucks.</p>
",https://www.facebook.com/Sola-Blossom-Hill-403839116620667/, , , , ,"$400 Product Bonus, 
First 2 Weeks are Free, 
Free Insurance for First Year, 
Free Painting of Your Accent Wall", 
326,Spokane,spokane1,"802 E. 29th Avenue, Suite #1", ,Spokane,Washington,99203,US,DoriLLucas.DL@gmail.com,509-750-6694,Dori Lucas,This is in the Manito shopping center. We are located next door to Ross's Clothing department on the corner of 29th and Grand on the South Hill., , , , , , , 
325,Fleming Island,fleming-island1,1950 East West Parkway, ,Fleming Island,Florida,32003,US,kimble@solajacksonville.com,9044771006,Kimble Hardyman,"<p>We are excited to announce our newest Jacksonville location &ndash; Island Walk North Shopping Center&ndash; in Fleming Island. We are located at the intersection of East West Parkway and Doctors Inlet Road. Our location is in the newest and BEST shopping center in Fleming Island. We are next to The Fresh Market and Kohl&rsquo;s and Michaels.</p>

<p>Come join a neighborhood full of great shopping, dining and services &ndash; Target, Pure Barre, Orange Theory, Maple Street Biscuits, Publix, Panera, Starbucks, Mellow Mushroom, Kirkland&rsquo;s and many others. We are convenient to Eagle Harbor, Hibernia Point and Fleming Island High School.</p>

<p>Stylists and clients from Fleming Island, Orange Park, Green Cove, Oakleaf, Middleburg and Asbury Park will find our Fleming Island location at Island Walk North Shopping Center an ideal location.</p>

<p>Sola Salons Fleming Island &nbsp;features individual salon studios, perfect for hair stylists, cosmetologists, nail techs, eyebrow artists, estheticians, makeup artists&nbsp;and more! Call Kimble today at 904-477-1006 or email at kimble@solajacksonville to reserve your studio.</p>
",facebook.com/solajacksonville, ,instagram.com/sola__jacksonville, , , , 
324,Congressional South,rockville1,1701 Rockville Pike ,Suite B20,Rockville,Maryland,20852,US,jimmcevoy@solasalons.com,(410) 929-5336 ,Jim McEvoy,"<p>NOW LEASING..Conveniently located on Rockville Pike in The Shops at Congressional Village in South Rockville with award winning restaurants and shopping within walking distance. Your clients will love the easy access and plenty of free parking! Join the 7200+ Salon professionals that have joined Sola to &quot;live the life you love.&quot; Set your own hours Set your own prices Keep 100% of your retail profits Sell the products YOU like Have complete control of your space</p>
",https://www.facebook.com/Sola-Salon-Studios-Maryland-Metro-1757206534565569/, , , , ,"First Two Weeks Free!
$400 of Retail Product of Your Choice!
",Join 7200 other Salon Professionals and start Living the Life you Love at Sola!  
322,Orem,orem,570 East University Parkway, ,Orem,Utah,84097,US,tsteele.sola@gmail.com,(801) 901-3576 ,Tom Steele,"<p>Now Open, Sola Salons in Orem is centrally located near the intersection of University Parkway and State Street. We are on the south side of University Parkway, right across the street from the fabulous University Mall. As part of the Festival Center, Sola Salons shares the property with Orangetheory Fitness, Sprouts Market, Smash Burger, Rubios, Panda Express, and many more great retail brands. You and your clients will enjoy the convenience of the spacious parking lot available right outside our entrance.</p>
", , , , , ,"2 weeks free rent  ---
                                                         
---$400 credit for retail product of your choice----

---Free custom painting", 
320,Maple Village,maple-village1,227 N Maple Road, ,Ann Arbor,Michigan,48103,US,zak@solasalons.com,(734) 619-6073,Zak Morris,"<p>Located at the newly renovated Maple Village Plaza, also known as the &quot;Plum Market&quot; center, on N. Maple between Jackson &amp; Dexter Roads. Close to the Jackson Road exit off I-94 and Downtown Ann Arbor, this is a perfect, convenient location for salon professionals and their clients. Sola Salons joined Home Goods, SteinMart and Sierra Trading Post at the newly renovated shopping center in the heart of Ann Arbor&#39;s &quot;hot&quot; West side.</p>
",https://www.facebook.com/solaannarbor/, , , , , , 
319,Waco - Lake Air Court,lake-air-court1,1428 Wooded Acres,Suite 100,Waco,Texas,76710,US,lopry@solasalons.com,254-265-9162,Lance,"<p>Sola Salon Studios Waco provides high-end, move-in ready studios along with the support and tools you need to launch your salon business in no time. We are conveniently located in Lake Air Court at the intersection of Bosque Boulevard and&nbsp;Wooded Acres Drive. We are directly across the street from HEB and Target, just behind Starbucks. Your clients will love the location&#39;s easy access and its abundance of parking, shopping, and dining options. &nbsp;Our studios are completely furnished for immediate occupancy and operation. They are elegant, modern, light-filled and beautifully maintained. Call (254) 265-9162 for more information or to schedule a confidential tour. &nbsp;Don&#39;t delay, we only have two large studios left!</p>
",https://www.facebook.com/SolaWaco/, , , , , ,Move-In Specials:  Get your first 9 weeks for only $99/week; $200 retail move-in bonus; Free custom painting of your studio; and Free insurance for a year!
318,Clocktower Village,clocktower-village1,709 N 98th Street, ,Omaha,Nebraska,68114,US,kevin.kane@solasalons.com,(402) 260-5982,Kevin Kane,"<p>Welcome to&nbsp;Sola Salon Studios&nbsp;at Clocktower Village!&nbsp; We&#39;re excited to be a&nbsp;part of Omaha and the surrounding communities! &nbsp;Clocktower Village is located on 98th Street across from Von Maur and The Container Store at WESTROADS Mall. &nbsp;With&nbsp;easy access from I-680 and Dodge Road,&nbsp;your clients will enjoy a great mix of retail, restaurants and entertainment. &nbsp;If designing your own salon space and&nbsp;setting your own schedule and prices&nbsp;appeals to you, then follow your dreams with&nbsp;Sola. &nbsp;At Sola, we provide the career support you need to grow while still allowing your creative independence to shine. &nbsp;Call&nbsp;<font color=""#0000ff""><a href=""tel:(402) 260-5982"">(402) 260-5982</a></font><strong>&nbsp;</strong>or email&nbsp;- <span style=""color:#0000FF;"">kevin.kane@solasalons.com&nbsp;</span> today for a&nbsp;confidential tour. &nbsp;Start your new business at Sola Salons and enjoy the &quot;suite&quot; life!</p>
",http://www.facebook.com/SolaSalonStudiosOmaha, ,www.instagram.com/solaomaha, , ,"
Two (2) Weeks FREE Rent  ~ ~  $200 Retail Product Bonus  ~ ~  Free Professional & General Liability Insurance for One (1) Year  ~ ~  Customized Painting of your studio prior to move-in


","To find your Professional's Contact Information, click on the ""Find A Salon Professional"" button below."
317,The Veridian,silver-spring1,1133 East West Highway, ,Silver Spring,Maryland,20901,US,jimmcevoy@solasalons.com,(410) 929-5336 ,Jim,"<p>Sola Salon Studios Silver Spring is located on the ground floor of The Veridian luxury community. Conveniently located in downtown Silver Spring, steps away from Silver Spring metro and the neighborhood&#39;s more than 150 restaurants, shops and entertainment venues your clients will love! Join the 7200+ Salon professionals that have joined Sola to &quot;live the life you love&quot;. Set your own hours Set your own prices Keep 100% of your retail profits Sell the products YOU like Have complete control of your space Free stylist parking in our attached garage Please contact Jim McEvoy at 410.929.5336 or jimmcevoy@solasalons.com to schedule your confidential tour or to lease your new studio.</p>
",https://www.facebook.com/Sola-Salon-Studios-Silver-Spring-1757206534565569/, , , , ,"First Two Weeks Free!
$400 of Retail Product of Your Choice!",First Two Weeks Free!  Come see the Sola Difference;  Call to schedule a tour and see for Yourself!
316,Riverpark,riverwalk1,585 W Nees Avenue,Suite 110,Fresno,California,93711,US,shay.stevenson@solasalons.com,(559) 500-1979 x2,Sola Team,"<p>Sola Salon Studios Fresno is now OPEN! We are conveniently located in the upscale Riverpark area at the corner of Nees and Palm Avenues. Our new location has ample free parking with a great mix of amenities closely adjacent including a GB3 Sports Club, Daily Grill, Eureka! Fresno and much more. In addition, the vibrant retail destinations located at the Riverpark Shopping Center are just minutes away. This new Fresno location is currently 100% full but please contact us to be put on the waiting list or to inquire about our new location in Fort Washington coming soon! Please contact us at (559)-500-1979 x2 or email us at shay.stevenson@solasalons.com for more information or to schedule a confidential tour. Come see why over 6,000 stylists and beauty professionals nationwide choose Sola Salon Studios!</p>
",https://www.facebook.com/Sola-Salon-Studios-Fresno-Riverpark-1706936539576531/, ,https://www.instagram.com/sola_salons_fresno/, , ,Call for more details!, 
315,Clay Terrace,clay-terrace1,"14179 Clay Terrace Boulevard, Suite 120", ,Carmel,Indiana,46032,US,rweis@solasalons.com,(414) 587-1983 ,Robert,"Be among the elite stylists in the city in your own studio at Sola Salon Studios Clay Terrace. Located on the south end of Clay Terrace Blvd in close proximity to great shopping and dining. Studio space is in high demand, so call (414) 587-1983 today to schedule a confidential meeting to reserve your studio. Start at Sola with the freedom to run your business as you please in the comfort and style of your own salon.", , , , , , , 
314,Heritage Square,madison1,7696 Highway 72 West, ,Madison,Alabama,35757,US,mdunn@solasalons.com,(256) 585-5411 ,Mindy Dunn,"Conveniently located on the border of Madison and Huntsville amidst shopping, dining, banks and every other convenience. Clients love to grab a Starbucks on their way in and after wards shop at T J Maxx and Nest Home Decor just a few stores down. Please call Mindy Dunn to arrange a tour and find out why the best work at Sola.
(256) 585-5411", , , , , ,Come see why the best work at Sola! ,Call Mindy for your own private open house! Flexible and accommodating times are available.
313,Artesia,artesia1,18300 Gridley Road, ,Artesia,California,90701,US,scott.ditsworth@solasalons.com,858.997.4116,Scott,"<p>Sola&nbsp;Artesia is conveniently located at the southeast corner of Gridley Road and 183rd Street directly across from Los Cerritos Center. This location has many studios with windows and ample parking for you and your clients. You&rsquo;ll love being surrounded by the perfect mix of retailers and restaurants in this upscale shopping center. Retail shops and restaurants include Nordstrom, Forever 21, Apple, Cheesecake Factory, 24 Hour Fitness, Harkin Theaters and so many more. For more information, call Scott at 858.997.4116 or email scott.ditsworth@solasalons.com.</p>
",www.facebook.com/solasalonslosangeles, , ,www.twitter.com/solasalons, ,2 Weeks Free Rent & Custom Painting of Your Studio, 
312,Mid City Market,mid-city-market1,4141 Bienville Street,Suite 104,New Orleans,Louisiana,70119,US,info@NolaSola.com,985-778-8778,Amy,"<p>Right in &#39;The Heart of New Orleans&#39;, Sola Salon Studios at Mid City Market&#39;s newest renovation project is our 4th location in Louisiana and 3rd in the Greater New Orleans Metro area. With a side entry and parking on Bienville and plenty of additional parking in the lot by the main entrance, Sola Salon Studios is in the corner spot of the historic red brick &quot;Loubat&quot; warehouse, alongside Orangetheory Fitness and Exceptional Dental and FREY. Please contact your style professional directly for an appointment by clicking &quot;Find a Salon Professional.&quot; Each Sola Salon Studio is independently owned and operated. Join 8000+ salon professionals who have already escaped the conventional salon, either as salon owner, booth renter, or employee), and discovered the fulfillment of owning their own salon space without any of the traditional hassles. Live the life you love and finally achieve your own success. Imagine : -Holding on to every dollar you make -Having the ability to set your own hours -Being part of a tight-knit community -Designing your own salon space ...all for around the same price as renting a chair! We invite you to join the Sola community and experience a level of freedom and support you won&#39;t find anyplace else. For leasing information and to set up your confidential tour please call Amy at (985) 778-8778, or email Info@NolaSola.com</p>
",www.facebook.com/nolasola, , , , , , 
311,Airport Boulevard,mobile-airport-boulevard1,4023 Airport Boulevard, ,Mobile,Alabama,36608,US,solasalonsmobile@gmail.com,(251)-414-6369 or (601)259-0492,Cheryl Wallace or Tim Lowery,"If you are wanting to setup an appointment with one of our Stylists please just click on 'Find a Salon Professional' on the top left corner of the screen and you will see a full directory for each of our Stylists that are available at our new Sola Salon Studios - Mobile.
Exciting News....We Are Now Open! Be among the elite stylists in your own studio at Sola Salon Studios Mobile. Located on Airport Blvd. in close proximity to great shopping. We are next to Verizon and across from Whole Foods. Studio space is in high demand, so call (251)414-6369 today to schedule a meeting to reserve your studio. Start at Sola with the freedom to run your business as you please in the comfort and style of your own salon. ",https://www.facebook.com/SolaSalonsMobile/?ref=aymt_homepage_panel, , , , , , 
310,Maplewood,maplewood1,2966 White Bear Avenue, ,Maplewood,Minnesota,55109,US,solasalonstwincities@gmail.com,(651) 308-4018,Erin Elgin,"<p style=""text-align: center;""><span style=""font-size:12px;"">Our salon is conveniently located on the border of White Bear Lake and Maplewood, on White Bear Ave (across from Maplewood Mall), and is the premier salon suite and salon studio destination for the Twin Cities&#39; northeast metro area. Nearby retailers/restaurants include Michael&#39;s, Hobby Lobby, Aldi, Olive Garden, and Jake&#39;s. The Maplewood mall area is easily accessible with I-694, Hwy 36, and I-35E located nearby and serves the Twin Cities&#39; northeast metro area including White Bear Lake, Vadnais Heights, North Saint Paul, Mahtomedi, Oakdale, and more!</span></p>

<p align=""center""><span style=""font-size:12px;"">The salon itself also treats your clients with ample parking, tons of natural light, and great amenities. Our Sola Twin Cities Education Center is also located inside the this location! &nbsp;Stylists call our LEASING number at 651-308-4018 or solasalonstwincities@gmail.com today to reserve your studio salon suite. &nbsp;We have amazing move-in specials for those that sign up now. Contact us to arrange for a confidential&nbsp;tour.</span></p>

<div align=""center"">
<hr align=""center"" size=""0"" width=""100%"" /></div>

<div align=""center""><span style=""font-size:12px;"">Please contact your style professional directly for an appointment by clicking the link above left.&nbsp;</span></div>

<div align=""center"">
<hr align=""center"" size=""0"" width=""100%"" /></div>

<div align=""center""><span style=""font-size:12px;"">Our location is beautifully constructed with the independent beauty professional in mind. &nbsp;It features 34&nbsp;individual studio salon suites, perfect for hair stylists, estheticians, make-up artists, eyelash and eyebrow artists, nail technicians, massage therapists, and a range of other professionals in the cosmetology industry. &nbsp;Studios&nbsp;range from single, large, and double sizes. &nbsp;They are move-in ready and equipped with shampoo bowls, cabinets, and shelving fixtures- everything you need to open your salon in no time!</span></div>

<div align=""center"">
<hr align=""center"" size=""0"" width=""100%"" /></div>

<div align=""center""><span style=""font-size:12px;"">Live the life you love and finally achieve your own success. Find your place at Sola Salon Studios and start working on your terms.&nbsp;</span></div>

<div align=""center"">&nbsp;</div>

<p align=""center""><span style=""font-size:12px;"">-Hold on to every dollar you make&nbsp;</span></p>

<p align=""center""><span style=""font-size:12px;"">-Have the ability to set your own hours&nbsp;</span></p>

<p align=""center""><span style=""font-size:12px;"">-Be a part of a tight-knit community&nbsp;</span></p>

<p align=""center""><span style=""font-size:12px;"">-Design your own salon suite space&nbsp;</span></p>

<div align=""center"">
<hr align=""center"" size=""0"" width=""100%"" /></div>

<div align=""center""><span style=""font-size:12px;"">We invite you to join the Sola Salons community and experience a level of freedom and support you won&#39;t find anyplace else.</span></div>

<div align=""center""><span style=""font-size:12px;"">WHY SOLA? &nbsp;More Freedom, More Money, More Creativity, More Upgrades, More Education, More Social Events, More Fun!</span></div>

<div align=""center"">
<hr align=""center"" size=""0"" width=""100%"" /></div>

<div align=""center""><span style=""font-size:12px;"">For leasing information on studio opportunities and to set up your confidential tour please contact us&nbsp;at 651-308-4018 or email at solasalonstwincities@gmail.com.</span></div>

<p>&nbsp;</p>
",http://www.facebook.com/SolaTwinCities, ,http://www.instagram.com/solatwincities, , ,"Contact us today to discuss our move-in package valued at $1,500+!", 
309,Sola Promontory,promontory1,8969 Metcalf Avenue, ,Overland Park,Kansas,66212,US,creamerkelli@gmail.com,(913) 523-4182,Kelli Creamer,Now Open! Come check out our brand new Sola with all new studio design! Located at 91st and Metcalf in the new development Promontory.  Call Kelli for details 913-523-4182., , , , , , , 
308,Wilton,wilton1,Wilton River Park Shopping Center - ,5 River Road,Wilton,Connecticut,06897,US,holly@solasouthernct.com,203-885-7652,Holly,"<p>Sola Salons Studios is open in Wilton! We are conveniently located in picturesque Wilton Town Center on the second floor of Wilton River Park Shopping Center, directly above Campus Jewelers and just a hop, skip, and jump away from Bow Tie Cinemas, Starbucks and The Village Market. With tons of on-site parking and surrounded by a broad mix of retail shops, popular restaurants, and local institutions including Snappy Gator, B Chic, Sweet Pierre&rsquo;s, Stop &amp; Shop, Craft 14, Cactus Rose, Portofino, Wilton Public Library, Joy Ride Cycling and so many more, this is an ideal location for both you and your guests.</p>

<p align=""center"">As a Sola professional you will:</p>

<p align=""center"">-Experience the satisfaction of owning your own salon</p>

<p align=""center"">-Be empowered to achieve a higher level of success</p>

<p align=""center"">-Hold onto every dollar you earn</p>

<p align=""center"">-Enjoy a level of freedom and support you won&#39;t find anywhere else</p>

<p align=""center"">-Become a part of the largest, most dynamic and innovative salon studio community in the country.</p>

<p style=""text-align: center;"">This fabulous location houses 18 studios that have been&nbsp;exquisitely constructed with the independent beauty professional in mind.&nbsp; They&nbsp;are&nbsp;perfect for hair stylists, estheticians, eyelash/eyebrow artists, barbers, makeup artists, massage therapists, and a variety&nbsp;of other professionals in the cosmetology industry. Studios come in a wide range of sizes , including singles and doubles.&nbsp;They feature over-sized, sunlit windows over looking the Norwalk River,&nbsp;individually controlled heat and air-conditioning,&nbsp;and are equipped with everything you need to open your own salon in no time!&nbsp;</p>

<p align=""center"">We would love to help you achieve your dream of owning your very own salon!&nbsp;</p>

<p style=""text-align: center;"">Contact&nbsp;<strong>Holly at 203.885.7652</strong>&nbsp;or at&nbsp;<strong>holly@solasouthernct.com&nbsp;</strong>for more info and to schedule a confidential tour of our incredible&nbsp;salon so that you can experience Sola firsthand!</p>

<p style=""text-align: center;""><br />
<span style=""color:#ff00cc;""><strong>First 4 Weeks Totally Free!</strong></span></p>

<p style=""text-align: center;""><strong><span style=""color:#3399ff;"">Click here&nbsp;to visit our <a href=""https://www.solasalonstudios.com/locations/westport"">Westport</a> webpage</span></strong></p>

<p>&nbsp;</p>

<p align=""center"">&nbsp;</p>

<p>&nbsp;</p>

<p align=""center"">&nbsp;</p>
",https://www.facebook.com/SolaSalonsSouthernCT/, ,https://www.instagram.com/sola.salons.southernct/, , ,First 4 Weeks Totally Free!,Also located in Westport
307,University Mall - Fairfax,university-mall1,10621 Braddock Road,Suite K,Fairfax,Virginia,22032,US,jimdebolt@solasalons.com,(703) 801-3716,Jim,"<p>Now Open! Please contact your Salon professional directly to make an appointment. Sola Salons newest location at University Mall is conveniently located on Braddock Road right across from George Mason University and close to Fairfax Town Center. You will love the easy access to this location, the abundance of parking and all the amenities University Mall has to offer. Each Sola Salon is independently owned and operated. Join the thousands of Salon professionals who have escaped the conventional Salon and discovered the fulfillment of owning their own Salon space. Set your own prices and hours. Hold on to every dollar you make after your weekly rent. Keep 100% of retail product profits Have complete control over your studio space. Free parking for you and your clients. We invite you to join the Sola community and experience a level of freedom and support you won&#39;t find anywhere else. Please contact Jim at 703-801-3716 or jimdebolt@solasalons.com for a confidential tour and to lease your studio.</p>
", , , , , , , 
306,Concord Centre - Springfield,concord-centre1,6133 Backlick Road,Suite D,Springfield,Virginia,22150,US,jimdebolt@solasalons.com,703-997-9734,Jim,"<p>NOW OPEN! Please contact your Salon professional directly to book your appointment. Sola Salons is located at Concord Centre with very convenient access to the beltway, 95S and 395N. Plenty of free parking and close to Springfield Mall with many restaurant and shopping choices nearby. Concord Centre is right across the street from the iconic Mike&#39;s Grill. Each Sola Salon is independently owned and operated. Join the thousands of Salon professionals who have escaped the conventional Salon and discovered the fulfillment of owning their own Salon space. Set your own prices and hours. Hold on to every dollar you make after your weekly rent. Keep 100% of retail product profits Have complete control over your studio space. Free parking for you and your clients. We invite you to join the Sola community and experience a level of freedom and support you won&#39;t find anywhere else. Please contact Jim at&nbsp;703-997-9734&nbsp;or jimdebolt@solasalons.com for a confidential tour and to lease your studio. .</p>
",https://www.facebook.com/SolaSalonsDCMetro, , , , , , 
